Date Time,Type,uSv/h,CPM,#1(CPS),#2(CPS),#3(CPS),#4(CPS),#5(CPS),#6(CPS),#7(CPS),#8(CPS),#9(CPS),#10(CPS),#11(CPS),#12(CPS),#13(CPS),#14(CPS),#15(CPS),#16(CPS),#17(CPS),#18(CPS),#19(CPS),#20(CPS),#21(CPS),#22(CPS),#23(CPS),#24(CPS),#25(CPS),#26(CPS),#27(CPS),#28(CPS),#29(CPS),#30(CPS),#31(CPS),#32(CPS),#33(CPS),#34(CPS),#35(CPS),#36(CPS),#37(CPS),#38(CPS),#39(CPS),#40(CPS),#41(CPS),#42(CPS),#43(CPS),#44(CPS),#45(CPS),#46(CPS),#47(CPS),#48(CPS),#49(CPS),#50(CPS),#51(CPS),#52(CPS),#53(CPS),#54(CPS),#55(CPS),#56(CPS),#57(CPS),#58(CPS),#59(CPS),#60(CPS),
2023-01-14 09:35,Every Second,0.143,22,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-01-14 09:36,Every Second,0.162,25,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,3,1,0,2,0,1,0,0,0,1,
2023-01-14 09:37,Every Second,0.123,19,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,
2023-01-14 09:38,Every Second,0.123,19,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,1,1,0,0,
2023-01-14 09:39,Every Second,0.143,22,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,
2023-01-14 09:40,Every Second,0.162,25,0,0,0,0,2,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0,
2023-01-14 09:41,Every Second,0.162,25,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,
2023-01-14 09:42,Every Second,0.130,20,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
2023-01-14 09:43,Every Second,0.130,20,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,
2023-01-14 09:44,Every Second,0.176,27,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,
2023-01-14 09:45,Every Second,0.097,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,
2023-01-14 09:46,Every Second,0.143,22,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,
2023-01-14 09:47,Every Second,0.130,20,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,
2023-01-14 09:48,Every Second,0.162,25,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,2,0,0,1,2,0,
2023-01-14 09:49,Every Second,0.091,14,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
2023-01-14 09:50,Every Second,0.078,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,
2023-01-14 09:51,Every Second,0.156,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,
2023-01-14 09:52,Every Second,0.104,16,0,0,0,0,0,3,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
2023-01-14 09:53,Every Second,0.182,28,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,1,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,
2023-01-14 09:54,Every Second,0.065,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,
2023-01-14 09:55,Every Second,0.162,25,0,1,2,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,1,0,1,
2023-01-14 09:56,Every Second,0.143,22,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2023-01-14 09:57,Every Second,0.084,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,
2023-01-14 09:58,Every Second,0.156,24,0,0,0,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,
2023-01-14 09:59,Every Second,0.091,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2023-01-14 10:00,Every Second,0.117,18,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,
2023-01-14 10:01,Every Second,0.130,20,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2023-01-14 10:02,Every Second,0.111,17,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
2023-01-14 10:03,Every Second,0.117,18,0,0,1,1,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,
2023-01-14 10:04,Every Second,0.091,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,1,0,2,
2023-01-14 10:05,Every Second,0.130,20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,
2023-01-14 10:06,Every Second,0.137,21,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,2,
2023-01-14 10:07,Every Second,0.156,24,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,
2023-01-14 10:08,Every Second,0.123,19,0,0,0,1,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
2023-01-14 10:09,Every Second,0.111,17,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,2,
2023-01-14 10:10,Every Second,0.097,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,
2023-01-14 10:11,Every Second,0.091,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,
2023-01-14 10:12,Every Second,0.156,24,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,
2023-01-14 10:13,Every Second,0.111,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2023-01-14 10:14,Every Second,0.104,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,
2023-01-14 10:15,Every Second,0.137,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,
2023-01-14 10:16,Every Second,0.149,23,2,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,
2023-01-14 10:17,Every Second,0.143,22,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,
2023-01-14 10:18,Every Second,0.176,27,0,0,0,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,
2023-01-14 10:19,Every Second,0.149,23,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,
2023-01-14 10:20,Every Second,0.195,30,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,1,2,0,3,1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
2023-01-14 10:21,Every Second,0.182,28,0,0,0,0,1,1,0,2,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,4,1,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,
2023-01-14 10:22,Every Second,0.176,27,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,
2023-01-14 10:23,Every Second,0.162,25,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,2,1,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,
2023-01-14 10:24,Every Second,0.137,21,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3,0,0,0,0,0,
2023-01-14 10:25,Every Second,0.195,30,2,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,2,0,2,0,
2023-01-14 10:26,Every Second,0.182,28,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,1,
2023-01-14 10:27,Every Second,0.169,26,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,
2023-01-14 10:28,Every Second,0.143,22,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,
2023-01-14 10:29,Every Second,0.156,24,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,2,0,0,2,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,
2023-01-14 10:30,Every Second,0.104,16,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2023-01-14 10:31,Every Second,0.104,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,
2023-01-14 10:32,Every Second,0.111,17,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,
2023-01-14 10:33,Every Second,0.091,14,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
2023-01-14 10:34,Every Second,0.084,13,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,
2023-01-14 10:35,Every Second,0.162,25,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,2,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,
2023-01-14 10:36,Every Second,0.176,27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,
2023-01-14 10:37,Every Second,0.156,24,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,
2023-01-14 10:38,Every Second,0.091,14,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
2023-01-14 10:39,Every Second,0.162,25,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,2,0,1,0,1,0,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,
2023-01-14 10:40,Every Second,0.117,18,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,1,
2023-01-14 10:41,Every Second,0.117,18,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
2023-01-14 10:42,Every Second,0.111,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
2023-01-14 10:43,Every Second,0.091,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
2023-01-14 10:44,Every Second,0.149,23,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,0,
2023-01-14 10:45,Every Second,0.130,20,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2023-01-14 10:46,Every Second,0.143,22,0,0,0,0,2,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
2023-01-14 10:47,Every Second,0.143,22,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,
2023-01-14 10:48,Every Second,0.104,16,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,
2023-01-14 10:49,Every Second,0.097,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,
